index	label	sentence	POS	w_index
kcc-fragment02 57	0	Oh you know	INTJ	0
fef-fragment03 647	0	If the current density is specified, eqn( 3.11) will provide the solution for A from which B can be determined.	NOUN	11
kbc-fragment13 6298	0	as regards their health.	ADJ	2
bpa-fragment14 2203	0	When she checked through the spyhole it was standing in exactly the same spot, unmoving, like a lizard.	DET	11
acj-fragment01 144	0	Plainly, this is a form of constructive criminal liability: the murder conviction is constructed out of the ingredients of a lesser offence.	ADJ	7
ccw-fragment03 1620	0	The dressing gown had proved to be a long, stylish, ankle-length duster coat which was loosely woven from a delicate white cotton.	ADJ	19
a3p-fragment09 190	0	There are several splendid houses near Long Melford that would make for a gentle afternoon's potter through the rooms and possessions of the rich of a few centuries ago.	NOUN	15
g0l-fragment01 84	0	The Lucy Ring was disbanded in 1943, after being responsible for some invaluable work.	ADJ	12
kbc-fragment13 5863	0	I mean, he never says to me go and have a, do you wan na go for a pint or wan na go for a curry or owt does he?	NOUN	20
a1l-fragment01 28	0	They see themselves not as author and illustrator, with separate roles, but as a partnership of book-makers, contributing equally to the process.	ADP	15
fef-fragment03 683	0	We shall discuss the rest first( Sections 3.2�_�_��3.5), and that will give us some idea of the relative significance of electric and magnetic fields.	VERB	2
kb7-fragment10 2449	0	Yep, thank you very much.	ADV	4
fef-fragment03 695	0	The magnetic field may be obtained from Amp����re's law( eqn( 3.21)) as follows formula, where the line integral is taken over the circle of radius a( Fig. 3.2), I is the total current of the beam and formula is the azimuthal component of the magnetic field in the cylindrical coordinate system specified by formula].	NOUN	50
ew1-fragment01 91	0	In 1912 ordinary subscriptions still brought in only ̴�12000 a year and it proved difficult to raise them to anything like what was needed.	DET	9
fpb-fragment01 1222	0	She says the Colonel's taken up petit point, and Miss Hawkins is teaching him.	PROPN	10
a2d-fragment05 50	0	Gene Autry, the first TV cowboy, now 82, says westerns dominated the early days of TV partly because they had lively, cheaply produced visuals, but mainly because early TV was starved of feature films by the studios.	VERB	29
b1g-fragment02 1036	0	On this basis, a data flow of no less than 1 terabyte( i.e. 10&sup12; bytes) day is anticipated by the mid-1990s.	NUM	10
a3p-fragment09 193	0	It is an image of the world we have lost, its gently sloping streets converging upon the market place.	ADP	15
ab9-fragment03 1012	0	He stood, door in hand, checked by something in the way his visitors, a man and a woman, were standing.	VERB	19
b1g-fragment02 820	0	At least 60 million people died of diarrhoeal diseases caused by malnutrition and dirty water.	ADV	0
kcf-fragment14 1289	0	I want that as well.	VERB	1
b1g-fragment02 1461	0	Such a link is provided by the Central Postcode Directory, which matches all 1.5 million unit postcodes in the UK to grid references.	ADJ	10
acj-fragment01 11	0	For 1987 the statistics show that there were some 20,000 accidental deaths, of which some 7,000 occurred in the home, 6,000 at work, and 5,000 on the roads.	VERB	16
kcv-fragment42 4256	0	Floor you know you had a middle floor.	NOUN	7
kcv-fragment42 4618	0	I like and the others.	CCONJ	2
a1p-fragment03 82	1	Calls for consideration of electoral reform and a new form of black representation are both expected to be defeated.	NOUN	9
kbw-fragment42 15084	0	and go like this one, two, three, four	NUM	4
acj-fragment01 108	0	No one can predict whether a serious injury will result in death that may depend on the victim's physique, on the speed of an ambulance, on the distance from the hospital, and on a range of other medical and individual matters.	DET	29
ahf-fragment63 1183	0	He can't bear novelty or originalities	NOUN	3
al0-fragment06 180	1	The angel in question was an American woman who calls herself Rytasha.	ADP	2
b1g-fragment02 1311	0	The latter houses the Small Area Health Statistics Research Unit( SAHSRU), which has a specific remit to conduct research into morbidity and mortality at local scales( Elliot 1988).	DET	3
fef-fragment03 675a	1	It would be unfair both to the vector potential and to quantum mechanics to say that none of those formulations have engineering applications( in fact the most sensitive magnetometer built to date is based on that kind of theory), but by and large engineers wouldn't lose much sleep if the use of A were banned with immediate effect.	ADJ	56
fet-fragment01 263	0	I'll see you."	VERB	1
fet-fragment01 221	0	Xavier Mellery, the painter of the nuns, was described in the catalogue as" creating a light which is the negation of that which envelops our immediate visual experience of things; it is rather the Interior light of your mind"	ADP	4
ab9-fragment03 988	0	Grizel Huntley reached out to comfort her but she forced back her chair and fled, clutching her handbag and napkin, leaving her mother with the ruins of lunch.	NOUN	27
a8n-fragment19 315	0	Despite many and varied flurries of activity in the first 40 minutes, Arsenal seemed reasonably secure if not inspired.	ADJ	3
kcf-fragment14 1415	0	When she was you know.	VERB	2
c8t-fragment01 139	0	Alice Mair said: I'm giving a dinner party on Thursday evening.	NOUN	7
b1g-fragment02 1433	0	The system comprises three interrelated modules: community and disaster type characteristics module; population distribution module; network evacuation module.	NOUN	1
kbw-fragment17 6154	0	It'll be interesting in the year two thousand and ninety to look back and see what we used to do in the nineteen nineties.	NUM	22
crs-fragment01 29	0	By 1983 residential services were designed with care in the community in mind, but most were based in specialist settings.	VERB	16
alp-fragment01 91	0	Similarly, the assisting extends beyond simply providing handouts of useful information:	NOUN	7
kbw-fragment42 14980	0	No he'll be at school, just me and you, scrubbing away at the floor you'd rather do it with Christopher wouldn't you?	VERB	20
fet-fragment01 6	1	So here he was, a distinguished public man, also an artist of a kind, stepping obediently through Room I( French 1880s) and Room II( British 1880s and 1890s), on a lead grey morning, to the pale grey, classical, quiet place where the bright light shone and sang off pigment so that the phrase, miraculous stuff, seemed merely accurate.	ADP	28
b1g-fragment02 846	0	Notwithstanding Mrs Thatcher's confidence that we can fix environmental problems, the difficulties associated with a task even as apparently simple as monitoring a state variable are considerable.	ADP	17
c8t-fragment01 51	0	She walked out with him to the car and said: I was sorry about your aunt sorry for you, I mean.	ADP	5
crs-fragment01 91	0	About 230 people attended the conference, held in April 1985.	NOUN	5
crs-fragment01 90	0	Each of these groups came up with a list of proposals which were sent to everyone attending.	DET	7
ccw-fragment03 1670	0	You're nothing but a hired hand, Breakspear, so shut the fuck up.	ADP	2
b1g-fragment02 766	0	In Chapter 10 Gatrell and Vincent consider a wide range of natural and technological hazards including industrial hazards, risk assessment, hazardous waste disposal, emergency planning, natural hazards and environmental epidemiology.	NOUN	14
b1g-fragment02 1245	0	We simply do not have enough evidence yet to back up the claim that people are almost certainly ill, dead, or dying because of these sloppy waste disposal activities( Openshaw et al. 1989: 12).	ADV	3
ahf-fragment63 1186	0	Of almost all the great measures with which his name is associated, he attained great eminence as an opponent before he attained even greater eminence as their advocate.	VERB	13
a1j-fragment34 551	0	Mr Kinnock said it was wrong to propose a fundamental change in the voting system for a short-term tactical vote to get rid of the Thatcher Government.	PROPN	0
a1e-fragment01 5	1	The 63-year-old head of Pembridge Investments, through which the bid is being mounted says, rule number one in this business is: the more luxurious the luncheon rooms at headquarters, the more inefficient the business.	NOUN	2
a38-fragment01 3	0	FROM this month, all new cars submitted for British type approval, the test which allows them to be legally sold in the UK, must be able to run on lead-free petrol.	VERB	6
a1g-fragment27 414	1	Our tourist organisations are counting on big profits, said Srdan Darmanovic, a member of the Montenegrin Central Committee.	ADP	5
a2d-fragment05 50	0	Gene Autry, the first TV cowboy, now 82, says westerns dominated the early days of TV partly because they had lively, cheaply produced visuals, but mainly because early TV was starved of feature films by the studios.	ADV	21
cb5-fragment02 3320	0	Coloured lanterns hung in the trees which fringed the lawn and bordered the lake beyond.	NOUN	9
kbp-fragment09 3856	0	Then we er got a letter from ah my daughters, one of my daughters one of my many daughters married to a coastguard in Milford.	ADJ	12
ahf-fragment63 1173	0	There were also some lines intended for local consumption: Higher petrol prices from the Liberal Democrats that's not gon na help a rural area	ADJ	7
c8t-fragment01 118	0	One wore a tattered summer dress in pink spotted cotton with double flounces, the other a pinafore over a checked blouse.	VERB	1
ahf-fragment24 537	0	AT THE drop-in centre on South Meadowell, Labour candidate Paddy Cosgrove has dropped in to meet the people mostly fat ladies in shellsuits with laps full of chips.	VERB	12
fet-fragment01 26	0	Metaphor lay coiled in the name sunflower, which not only turned towards but resembled the sun, the source of light.	DET	16
a1l-fragment01 45	0	Writing books for children is becoming increasingly complex, as the arbiters of the modern child's mores librarians, teachers and publishers lay down ever more stringent criteria.	ADP	11
ahc-fragment60 1245	0	Now the path ran through heather high above the burn, past circular sheepfolds long disused and over the stony beds of side streams where the grass hung smooth and inviting, concealing ankle-breaking drops.	NOUN	25
acj-fragment01 47	0	As for public protection, this depends on executive decisions with regard to release; it fails to take into account whether it is necessary for public protection to keep lifers in for so long.	ADP	1
a6u-fragment02 238	0	It is the ribbon that runs through the pages of Vogue, the glossy surface of the images in direct opposition to a work such as Kahlo's The Suicide of Dorothy Hale( 1939)( Fig. 9).	PUNCT	32
b1g-fragment02 979	0	Yet this is by no means the only plan which the Community has in relation to the environment: Directorate-General XII( that for Science, Research and Development) has published details of an extensive R&D programme( CEC 1990a) and the Commission as a whole( CEC 1990b) has made public its plans to develop regular official statistics of the environment.	ADP	13
b1g-fragment02 974	0	Considerable stress is laid by the Commission on collaboration with national data-gathering agencies and with states adjacent to the Community's borders.	CCONJ	13
kcu-fragment02 1534	0	Well I don't know which turns out best	VERB	3
amm-fragment02 1642	0	It turns out that our animal was able to see in almost every direction upwards, downwards, sideways and forwards, and even backwards, because the eyes bulged out beyond the line of the rest of the body.	ADV	18
as6-fragment01 71	0	the encouragement of private investment and the liberation of the market; the containment of the forces of social discontent; the control of the powers of the local authorities; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of Tory support, accentuating inequalities and injustice and( hopefully though not necessarily) reducing the potential for conflict among the urban poor.	DET	19
as6-fragment02 402	0	In this context it was the externality of British Afro-Caribbeans and Asians which was highlighted rather the racist institutions and processes which worked against blacks at all levels of society.	ADJ	17
ab9-fragment03 1007	0	A row of epic proportions had ensued, which he and Angela had evidently enjoyed but which had left Sarah and Jennifer sick with distress.	ADJ	15
cb5-fragment02 3331	0	But enough light came from the landing on to which the door opened to silhouette the man standing there.	ADJ	9
cb5-fragment02 3297	1	The heart had gone out of the day.	NOUN	1
b1g-fragment02 1368	0	As an example, the system is used to determine restriction zones for the movement of sheep after the explosion at Chernobyl in 1986.	ADP	19
a1x-fragment04 166	1	Zinc is the latest: lack of it supposedly causes a range of problems, although little scientific evidence supports the link.	NOUN	19
kbd-fragment07 2559	0	all the downstairs, I mean all the plebs were upstairs all the downstairs was erm	ADJ	5
b1g-fragment02 1469	0	However, we should bear in mind the earlier point about the resolution of the data, since such electromagnetic effects have a very weak effect beyond perhaps 50 m( Wertheimer and Leeper 1982).	ADP	24
a4d-fragment02 105	0	Smoke shimmers no longer from the tall tower.	ADV	3
fet-fragment01 21	0	He would have been lying if he had recorded only the more accessible drama of the painter's electric quarrels with Gauguin in the Yellow House in Arles, the distant necessary brother who supplied paint and love, the severed ear delivered to the whore in the brothel, the asylum fears.	DET	10
b1g-fragment02 1388	0	Dangermond gives several examples in his paper including the use of NETWORK for the allocation of emergency vehicles, optimum routeing of fire engines from garages to the accident scene and the movement of spills through sewers and river networks.	NOUN	22
as6-fragment01 70	1	Leech and Amin( 1988, p. 14) summarize this approach, not unfairly, in the following terms:	ADJ	13
b1g-fragment02 1311	0	The latter houses the Small Area Health Statistics Research Unit( SAHSRU), which has a specific remit to conduct research into morbidity and mortality at local scales( Elliot 1988).	PROPN	4
c8t-fragment01 104	0	How are they managing?	ADV	0
clp-fragment01 760	1	The procedure can be computerised, there are programmes available for the easy production, manipulation and storage of block diagrams with useful cross-referencing facilities.	NOUN	22
crs-fragment01 72	0	She fought hard to get him a part-time playgroup place in the group his older brother attended.	DET	6
fpb-fragment01 1376	1	within six months I know I'll have no more money problems.	ADP	0
b1g-fragment02 1018	0	The unavoidable reliance upon existing data sets led to many problems due to non-harmonization even of commonly used variables, e.g. eight different definitions of potential evapo-transpiration were in use in the Member States and maximum temperature at each weather station was defined in at least four different ways;	NOUN	18
fet-fragment01 175	0	He had been born on March 30th 1853.	VERB	3
ahf-fragment24 553	0	By most measures Meadowell is the worst council estate in Britain, and probably the most notorious since the riots last September, which followed the deaths of joyriders Colin Atkins and Dale Robson in a police chase.	ADP	0
a7s-fragment03 42	0	Not at Paul Hill's remembrance of beatings past, when he could hear the sound of steel-tipped boots running to take part in the fun, and once heard a principal medical officer, no less, telling colleagues: Don't walk his face, don't walk his face.	VERB	36
kbw-fragment17 6049	0	Well you tell him!	INTJ	0
cdb-fragment04 955	0	He wondered if Rufus had children and if so did he worry about them coming to terrible harm the way Adam worried?	NOUN	17
g0l-fragment01 160	0	He wasn't here to make jokes.	PRON	0
ew1-fragment01 104	1	Fraser dealt with this problem without difficulty and explained to Law in 1913 that" the importance of getting important speeches in advance is shown in concrete manner by your Wallsend speech on October 29th.	DET	3
acj-fragment01 131	0	Murder is committed in those situations where D caused death by an act or omission which he knew had death as the probable or highly probable result.	VERB	17
ab9-fragment03 805	0	He called her again and again, but she would not stop barking at something he could not see.	CCONJ	4
ac2-fragment06 1259	0	Come into the kitchen, and we will have a cup of tea.	DET	2
b1g-fragment02 1363	0	He demonstrated that there is an abundance of remote sites, in contrast to the official view that such sites were increasingly hard to find.	ADJ	21
c8t-fragment01 44	1	To each side of the hearth was a high-backed wicker armchair in an intricate closely woven design fitted with patchwork cushions.	VERB	17
fpb-fragment01 1312	1	He glared at his brother.	ADP	2
kcu-fragment02 1576	0	You don't get nothing on them chickens?	PRON	0
b1g-fragment02 1207	0	Others, such as a chemical explosion involving the release of a toxic gas, may persist for a week or more, have delayed consequences, may affect a future generation if the toxic chemical is mutagenic and may have a significant impact on plant and animal populations.	CCONJ	42
ac2-fragment06 1377	0	Georgina took him in her arms and kissed him on the lips.	PRON	8
ea7-fragment03 850	1	Thierry's remote connection with the family of Godfrey de Bouillon, along with his marriage with Sybilla of Anjou, Fulk V's daughter, gave him some claim to the throne of Jerusalem; as a consequence, the aristocracy of Outremer viewed him and Philip with mixed feelings, expecting much of them, yet fearing their ambitions.	ADJ	42
a3k-fragment11 133	0	It is also guaranteeing mortgages at 1 per cent below the normal interest rate, for endowment or pension-linked policies, on several of the houses up for sale, an interesting and innovative service for would-be bidders( mortgage surveys will already have been undertaken for these houses).	ADP	32
a3p-fragment09 204	0	It has Ely Cathedral, its great green windows casting a translucent light across the Lady Chapel.	ADP	12
acj-fragment01 132	0	A version of this test of foresight of high probability is used in several other European countries; it was introduced into English law by the decision in Hyam v.	DET	24
g0l-fragment01 219	0	So what's all this got to do with the deaths of our agents? continued the DDA.	NOUN	12
fet-fragment01 28	0	The yellow chair, besides being brushstrokes and pigment, besides being a yellow chair, was one of twelve bought for a company of artists who were to inhabit the Yellow House, the white walls of which should blaze with sunflowers as the windows of Gothic cathedrals blazed with coloured light.	PART	25
kbd-fragment07 2400	0	Well, bring them back!	INTJ	0
b1g-fragment02 1022	0	User expectations are often unreasonably high; use of administrative computing systems encourages bureaucrats to believe that environmental data can just as readily be analysed and used to support decisions.	VERB	2
amm-fragment02 1787	0	The pros and cons of this theory are the subject of much contentious debate by experts, but it would probably be correct to say that the greater number of specialists believe that at least the more bipedal of the dinosaurs, including small and large carnivores, were warm-blooded, active animals.	ADP	31
ab9-fragment03 987	0	Penelope choked on her pudding and started to cry, angry, uncontrollable tears.	NOUN	11
g0l-fragment01 292	1	Those guys put people into space, put our people on the moon.	VERB	6
al0-fragment06 200	0	They are far too civilised for that sort of thing in Bangladesh, but I kept thinking wistfully of T. S. Eliot's lines in Sweeney Agonistes about a nice little white little missionary stew.	NOUN	7
b1g-fragment02 1583	0	Here, then, is a familiar operations research network problem: all roads have to be traversed such that the journey length/time is a minimum.	NOUN	19
ab9-fragment03 804	0	He could hear her barking and looked down over the steep side of the embankment to the bottom of the trees.	NOUN	20
bpa-fragment14 2315	1	Forster reached for his mask, just as the hissing gas noise sounded right on top of him, ending with a little shriek.	ADJ	20
g0l-fragment01 206	0	Many ex-Nazis, even Gestapo, working and living normal everyday lives.	VERB	4
kbw-fragment04 2557	0	Cos it had moved by the time we got there.	PRON	1
kbd-fragment07 2690	0	Well who's doing it, tomorrow, what they call it?	PRON	8
kbc-fragment13 5983	0	Oh she did, you know.	PRON	3
